idTerytGmina,idTerytWojewodztwo,Wojewodztwo,Powiat,Gmina,Typ obszaru,idTypPodmiotu,Typ podmiotu,lb_ucz_cudzoziem_ogółem,"obywatel państwa członkowskiego UE, państwa członkowskiego EFTA lub Konfederacji Szwajcarskiej albo członek rodziny takiej osoby posiadający prawo pobytu lub prawo stałego pobytu",osoba pochodzenia polskiego w rozumieniu przepisów o repatriacji,"osoba, której udzielono zezwolenia na osiedlenie się na terytorium RP",osoba posiadająca ważną Kartę Polaka,"osoba, której nadano status uchodźcy, albo członek rodziny takiej osoby",osoba posiadająca zgodę na pobyt tolerowany,"osoba, której udzielono ochrony uzupełniającej, albo członek rodziny takiej osoby",osoba korzystająca z ochrony czasowej na terytorium RP,"osoba, której na terytorium RP udzielono zezwolenia na pobyt rezydenta długoterminowego UE","osoba, której na terytorium RP udzielono zezwolenia na zamieszkanie na czas oznaczony w związku z okolicznością, o której mowa w art. 53 ust. 1 pkt 7, 13 i 14 ustawy o cudzoziemcach",członek rodziny osoby ubiegającej się o nadanie statusu uchodźcy,"osoba, której uprawnienie do nauki wynika z umowy międzynarodowej.",inny,"osoba, której udzielono zezwolenia na pobyt stały na terytorium RP","osoba, której udzielono zgody na pobyt ze względów humanitarnych, albo członek rodziny takiej osoby","osoba, której na terytorium RP udzielono zezwolenia na pobyt czasowy w związku z okolicznością, o której mowa w art. 127, art.159 ust. 1, art. 176 lub art. 186 ust. 1 pkt 3 lub 4 ustawy o cudzoziemcach","osoba, która posiada kartę pobytu z adnotacją ""dostęp do rynku pracy"", wizę Schengen lub wizę krajową wydaną w celu wykonywania pracy na terytorium RP",członek rodziny osoby ubiegającej się o udzielenie ochrony międzynarodowej,brak statusu w SIO
1407012,14,MAZOWIECKIE,kozienicki,Garbatka-Letnisko,obszar wiejski,16,Technikum,2,,,,,1,,,,,,,,,,,,,,1
1407012,14,MAZOWIECKIE,kozienicki,Garbatka-Letnisko,obszar wiejski,93,Branżowa szkoła I stopnia,3,,,,,3,,,,,,,,,,,,,,
1407032,14,MAZOWIECKIE,kozienicki,Gniewoszów,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,2,,,,,,
1407053,14,MAZOWIECKIE,kozienicki,Kozienice,obszar miejski,1,Przedszkole,19,,,,,12,,1,,,,,,3,2,,,1,,
1407053,14,MAZOWIECKIE,kozienicki,Kozienice,obszar miejski,3,Szkoła podstawowa,93,,,,,19,,,,,,,,70,,1,1,,,2
1407053,14,MAZOWIECKIE,kozienicki,Kozienice,obszar miejski,14,Liceum ogólnokształcące,14,,,,,,,,,,,,,12,2,,,,,
1407053,14,MAZOWIECKIE,kozienicki,Kozienice,obszar miejski,16,Technikum,1,,,,,,,,,,,,,1,,,,,,
1407053,14,MAZOWIECKIE,kozienicki,Kozienice,obszar miejski,93,Branżowa szkoła I stopnia,10,,,,,,,,,,,,,5,,,5,,,
1407053,14,MAZOWIECKIE,kozienicki,Kozienice,obszar wiejski,3,Szkoła podstawowa,4,,,,,,,,,,,,,4,,,,,,
1407063,14,MAZOWIECKIE,kozienicki,Magnuszew,obszar miejski,1,Przedszkole,2,,,,,2,,,,,,,,,,,,,,
1407063,14,MAZOWIECKIE,kozienicki,Magnuszew,obszar miejski,3,Szkoła podstawowa,6,,,,,5,,,,,,,,,,,1,,,
1407072,14,MAZOWIECKIE,kozienicki,Sieciechów,obszar wiejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
1407072,14,MAZOWIECKIE,kozienicki,Sieciechów,obszar wiejski,3,Szkoła podstawowa,2,,,,,1,,,,,,,,,1,,,,,
1408011,14,MAZOWIECKIE,legionowski,Legionowo,obszar miejski,1,Przedszkole,104,1,1,,,26,,,1,,,,,58,9,,5,2,,1
1408011,14,MAZOWIECKIE,legionowski,Legionowo,obszar miejski,3,Szkoła podstawowa,302,,,,1,53,,1,,,,,,220,5,2,17,,,3
1408011,14,MAZOWIECKIE,legionowski,Legionowo,obszar miejski,14,Liceum ogólnokształcące,34,1,,,2,18,1,,,,,,,4,2,,5,1,,
1408011,14,MAZOWIECKIE,legionowski,Legionowo,obszar miejski,16,Technikum,18,,,,3,10,,,,,,,,,5,,,,,
1408011,14,MAZOWIECKIE,legionowski,Legionowo,obszar miejski,19,Szkoła policealna,59,,,,1,,,,,,,,,,3,,1,48,,6
1408011,14,MAZOWIECKIE,legionowski,Legionowo,obszar miejski,81,Punkt przedszkolny,4,,,,,2,,,,,,,,,,,,,,2
1408011,14,MAZOWIECKIE,legionowski,Legionowo,obszar miejski,85,Szkoła muzyczna I stopnia,2,,,,,,,,,,,,,,2,,,,,
1408011,14,MAZOWIECKIE,legionowski,Legionowo,obszar miejski,93,Branżowa szkoła I stopnia,5,,,,,5,,,,,,,,,,,,,,
1408022,14,MAZOWIECKIE,legionowski,Jabłonna,obszar wiejski,1,Przedszkole,37,1,,,,4,,,1,,,,,15,5,,8,,,3
1408022,14,MAZOWIECKIE,legionowski,Jabłonna,obszar wiejski,3,Szkoła podstawowa,108,,,,,21,,1,,2,,,,61,1,1,13,2,,6
1408032,14,MAZOWIECKIE,legionowski,Nieporęt,obszar wiejski,1,Przedszkole,14,,,,,6,,,,,,,,5,3,,,,,
1408032,14,MAZOWIECKIE,legionowski,Nieporęt,obszar wiejski,3,Szkoła podstawowa,71,,,,,12,,,1,,,,,44,3,,7,,,4
1408032,14,MAZOWIECKIE,legionowski,Nieporęt,obszar wiejski,14,Liceum ogólnokształcące,4,,,,,1,,,,,,,,2,1,,,,,
1408043,14,MAZOWIECKIE,legionowski,Serock,obszar miejski,1,Przedszkole,14,,,,,2,,,,,,,,12,,,,,,
1408043,14,MAZOWIECKIE,legionowski,Serock,obszar miejski,3,Szkoła podstawowa,28,,,,,,,,,,,,,27,,,,,,1
1408043,14,MAZOWIECKIE,legionowski,Serock,obszar miejski,14,Liceum ogólnokształcące,2,,,,,,,,,,,,,2,,,,,,
1408043,14,MAZOWIECKIE,legionowski,Serock,obszar miejski,16,Technikum,14,,,,,1,,,,,,,,13,,,,,,
1408043,14,MAZOWIECKIE,legionowski,Serock,obszar miejski,93,Branżowa szkoła I stopnia,14,,,,,2,,,,,,,,12,,,,,,
1408043,14,MAZOWIECKIE,legionowski,Serock,obszar wiejski,1,Przedszkole,3,,,,,,,,,,,,,2,,,1,,,
1408043,14,MAZOWIECKIE,legionowski,Serock,obszar wiejski,3,Szkoła podstawowa,34,,,,,,,,,,,,,24,4,,6,,,
1408052,14,MAZOWIECKIE,legionowski,Wieliszew,obszar wiejski,1,Przedszkole,19,1,,,2,5,,,,,,,,6,3,1,,,,1
1408052,14,MAZOWIECKIE,legionowski,Wieliszew,obszar wiejski,3,Szkoła podstawowa,73,,,,3,37,,,,,,,,15,9,1,1,,,7
1408052,14,MAZOWIECKIE,legionowski,Wieliszew,obszar wiejski,14,Liceum ogólnokształcące,4,,,,,2,,,,,,,,2,,,,,,
1409012,14,MAZOWIECKIE,lipski,Chotcza,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,2,,,,,,
1409023,14,MAZOWIECKIE,lipski,Ciepielów,obszar miejski,1,Przedszkole,1,,,,,,,,,,,,,,,,1,,,
1409023,14,MAZOWIECKIE,lipski,Ciepielów,obszar miejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,,,,2,,,
1409033,14,MAZOWIECKIE,lipski,Lipsko,obszar miejski,1,Przedszkole,3,,,,,,,,,,,,,3,,,,,,
1409033,14,MAZOWIECKIE,lipski,Lipsko,obszar miejski,3,Szkoła podstawowa,10,,,,,,,,,,,,,10,,,,,,
1409033,14,MAZOWIECKIE,lipski,Lipsko,obszar miejski,16,Technikum,96,,,,,47,,,,,,,,49,,,,,,
1409033,14,MAZOWIECKIE,lipski,Lipsko,obszar miejski,93,Branżowa szkoła I stopnia,2,,,,,2,,,,,,,,,,,,,,
1409033,14,MAZOWIECKIE,lipski,Lipsko,obszar wiejski,3,Szkoła podstawowa,3,,,,,2,,,,,,,,,1,,,,,
1409053,14,MAZOWIECKIE,lipski,Sienno,obszar miejski,3,Szkoła podstawowa,4,,,,,,,,,,,,,,,4,,,,
1409053,14,MAZOWIECKIE,lipski,Sienno,obszar wiejski,3,Szkoła podstawowa,1,,,,,1,,,,,,,,,,,,,,
1409063,14,MAZOWIECKIE,lipski,Solec nad Wisłą,obszar miejski,14,Liceum ogólnokształcące,4,,,,,1,,,,,,,,,,3,,,,
1409063,14,MAZOWIECKIE,lipski,Solec nad Wisłą,obszar miejski,19,Szkoła policealna,2,,,,,,,,,,,,,,1,,,,,1
1409063,14,MAZOWIECKIE,lipski,Solec nad Wisłą,obszar wiejski,3,Szkoła podstawowa,2,,,,,2,,,,,,,,,,,,,,
1410012,14,MAZOWIECKIE,łosicki,Huszlew,obszar wiejski,1,Przedszkole,1,,,,,,,,,,,,,1,,,,,,
1410012,14,MAZOWIECKIE,łosicki,Huszlew,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,2,,,,,,
1410023,14,MAZOWIECKIE,łosicki,Łosice,obszar miejski,1,Przedszkole,2,,,,,1,,,,,,,,1,,,,,,
1410023,14,MAZOWIECKIE,łosicki,Łosice,obszar miejski,3,Szkoła podstawowa,27,,,,,20,,,,,,,,7,,,,,,
1410023,14,MAZOWIECKIE,łosicki,Łosice,obszar miejski,14,Liceum ogólnokształcące,3,,,,,3,,,,,,,,,,,,,,
1410023,14,MAZOWIECKIE,łosicki,Łosice,obszar miejski,16,Technikum,6,,,,,2,,,,,,,,1,,,,,,3
1410023,14,MAZOWIECKIE,łosicki,Łosice,obszar wiejski,1,Przedszkole,2,,,,,,,,,,,,,2,,,,,,
1410023,14,MAZOWIECKIE,łosicki,Łosice,obszar wiejski,3,Szkoła podstawowa,7,,,,,1,,,,,,,,6,,,,,,
1410042,14,MAZOWIECKIE,łosicki,Platerów,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,2,,,,,,
1410042,14,MAZOWIECKIE,łosicki,Platerów,obszar wiejski,14,Liceum ogólnokształcące,1,,,,,,,,,,,,,,1,,,,,
1410052,14,MAZOWIECKIE,łosicki,Sarnaki,obszar wiejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
1410052,14,MAZOWIECKIE,łosicki,Sarnaki,obszar wiejski,3,Szkoła podstawowa,6,,,,,4,,,,,,,,,,,2,,,
1410062,14,MAZOWIECKIE,łosicki,Stara Kornica,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1411011,14,MAZOWIECKIE,makowski,Maków Mazowiecki,obszar miejski,1,Przedszkole,7,,,,,1,,,,,,,,4,1,1,,,,
1411011,14,MAZOWIECKIE,makowski,Maków Mazowiecki,obszar miejski,3,Szkoła podstawowa,19,,,,,11,,,,1,,,,7,,,,,,
1411011,14,MAZOWIECKIE,makowski,Maków Mazowiecki,obszar miejski,14,Liceum ogólnokształcące,6,,,,,4,,,,,,,,2,,,,,,
1411011,14,MAZOWIECKIE,makowski,Maków Mazowiecki,obszar miejski,16,Technikum,4,,,,,,,,,,,,,4,,,,,,
1411011,14,MAZOWIECKIE,makowski,Maków Mazowiecki,obszar miejski,20,Szkoła specjalna przysposabiająca do pracy,1,1,,,,,,,,,,,,,,,,,,
1411011,14,MAZOWIECKIE,makowski,Maków Mazowiecki,obszar miejski,93,Branżowa szkoła I stopnia,3,,,,,,,,,,,,,3,,,,,,
1411022,14,MAZOWIECKIE,makowski,Czerwonka,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,2,,,,,,
1411032,14,MAZOWIECKIE,makowski,Karniewo,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1411042,14,MAZOWIECKIE,makowski,Krasnosielc,obszar wiejski,3,Szkoła podstawowa,3,,,,,3,,,,,,,,,,,,,,
1411062,14,MAZOWIECKIE,makowski,Płoniawy-Bramura,obszar wiejski,3,Szkoła podstawowa,2,,,,,1,,,,,,,,,,,1,,,
1411062,14,MAZOWIECKIE,makowski,Płoniawy-Bramura,obszar wiejski,93,Branżowa szkoła I stopnia,1,,,,,,,,,,,,,,,1,,,,
1411073,14,MAZOWIECKIE,makowski,Różan,obszar miejski,1,Przedszkole,3,,,,,2,,,,,,,,1,,,,,,
1411073,14,MAZOWIECKIE,makowski,Różan,obszar miejski,3,Szkoła podstawowa,10,,,,,,,,,,,,,10,,,,,,
1411073,14,MAZOWIECKIE,makowski,Różan,obszar miejski,16,Technikum,2,,,,,,,,1,,,,,1,,,,,,
1411082,14,MAZOWIECKIE,makowski,Rzewnie,obszar wiejski,1,Przedszkole,1,,,,,,,,,,,,,1,,,,,,
1411082,14,MAZOWIECKIE,makowski,Rzewnie,obszar wiejski,3,Szkoła podstawowa,4,,,,,,,,,,,,,2,,,2,,,
1411102,14,MAZOWIECKIE,makowski,Szelków,obszar wiejski,1,Przedszkole,2,,,,,,,,,,,,,2,,,,,,
1411102,14,MAZOWIECKIE,makowski,Szelków,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,2,,,,,,
1412011,14,MAZOWIECKIE,miński,Mińsk Mazowiecki,obszar miejski,1,Przedszkole,80,1,1,,1,26,,,,,,,,27,16,1,1,,,6
1412011,14,MAZOWIECKIE,miński,Mińsk Mazowiecki,obszar miejski,3,Szkoła podstawowa,266,,,,,79,1,,,,,,,147,4,31,1,,,3
1412011,14,MAZOWIECKIE,miński,Mińsk Mazowiecki,obszar miejski,14,Liceum ogólnokształcące,33,,,,1,1,,,2,1,,,,5,22,,1,,,
1412011,14,MAZOWIECKIE,miński,Mińsk Mazowiecki,obszar miejski,16,Technikum,66,,,,,2,,,2,2,,,,48,3,,7,,,2
1412011,14,MAZOWIECKIE,miński,Mińsk Mazowiecki,obszar miejski,19,Szkoła policealna,40,,,,,1,,,23,,,,,,,,3,13,,
1412011,14,MAZOWIECKIE,miński,Mińsk Mazowiecki,obszar miejski,27,Liceum sztuk plastycznych,3,,,,,,,,,,,,,1,2,,,,,
1412011,14,MAZOWIECKIE,miński,Mińsk Mazowiecki,obszar miejski,85,Szkoła muzyczna I stopnia,1,,,,,,,,,,,,,1,,,,,,
1412011,14,MAZOWIECKIE,miński,Mińsk Mazowiecki,obszar miejski,93,Branżowa szkoła I stopnia,22,,,,,,,,2,,,,,17,,,3,,,
1412043,14,MAZOWIECKIE,miński,Cegłów,obszar miejski,1,Przedszkole,1,,,,,,,,,,,,,1,,,,,,
1412043,14,MAZOWIECKIE,miński,Cegłów,obszar miejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,,,,,,,2
1412043,14,MAZOWIECKIE,miński,Cegłów,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1412052,14,MAZOWIECKIE,miński,Dębe Wielkie,obszar wiejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
1412052,14,MAZOWIECKIE,miński,Dębe Wielkie,obszar wiejski,3,Szkoła podstawowa,37,,,,,34,,,,,,,,2,1,,,,,
1412052,14,MAZOWIECKIE,miński,Dębe Wielkie,obszar wiejski,14,Liceum ogólnokształcące,3,,,,,2,,,,,,,,,,,,,,1
1412063,14,MAZOWIECKIE,miński,Dobre,obszar miejski,1,Przedszkole,4,,,,,1,,,,,,,,,2,,1,,,
1412063,14,MAZOWIECKIE,miński,Dobre,obszar miejski,3,Szkoła podstawowa,7,,,,,7,,,,,,,,,,,,,,
1412073,14,MAZOWIECKIE,miński,Halinów,obszar miejski,1,Przedszkole,2,,,,,,,,,,,,,2,,,,,,
1412073,14,MAZOWIECKIE,miński,Halinów,obszar miejski,3,Szkoła podstawowa,64,,,,,6,,,,,,,,53,5,,,,,
1412073,14,MAZOWIECKIE,miński,Halinów,obszar miejski,14,Liceum ogólnokształcące,2,,,,,,,,,,,,,,2,,,,,
1412073,14,MAZOWIECKIE,miński,Halinów,obszar wiejski,1,Przedszkole,12,,,,,1,,,,,,,,6,4,,1,,,
1412073,14,MAZOWIECKIE,miński,Halinów,obszar wiejski,3,Szkoła podstawowa,9,,,,,2,,,,,,,,6,,,1,,,
1412082,14,MAZOWIECKIE,miński,Jakubów,obszar wiejski,3,Szkoła podstawowa,7,,,,,7,,,,,,,,,,,,,,
1412093,14,MAZOWIECKIE,miński,Kałuszyn,obszar miejski,1,Przedszkole,1,1,,,,,,,,,,,,,,,,,,
1412093,14,MAZOWIECKIE,miński,Kałuszyn,obszar miejski,3,Szkoła podstawowa,17,,,,,4,,,,,,,,11,,,,,,2
1412103,14,MAZOWIECKIE,miński,Latowicz,obszar miejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
1412103,14,MAZOWIECKIE,miński,Latowicz,obszar miejski,3,Szkoła podstawowa,6,,,,,6,,,,,,,,,,,,,,
1412112,14,MAZOWIECKIE,miński,Mińsk Mazowiecki,obszar wiejski,3,Szkoła podstawowa,36,,,,,15,,,,,,,,18,3,,,,,
1412112,14,MAZOWIECKIE,miński,Mińsk Mazowiecki,obszar wiejski,20,Szkoła specjalna przysposabiająca do pracy,2,,,,,,,,,,,,,2,,,,,,
1412123,14,MAZOWIECKIE,miński,Mrozy,obszar miejski,3,Szkoła podstawowa,5,,,,,,,,,,,,,5,,,,,,
1412123,14,MAZOWIECKIE,miński,Mrozy,obszar miejski,14,Liceum ogólnokształcące,8,,,,,8,,,,,,,,,,,,,,
1412123,14,MAZOWIECKIE,miński,Mrozy,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,2,,,,,,
1412133,14,MAZOWIECKIE,miński,Siennica,obszar miejski,3,Szkoła podstawowa,1,,,,,1,,,,,,,,,,,,,,
1412133,14,MAZOWIECKIE,miński,Siennica,obszar wiejski,3,Szkoła podstawowa,9,,,,,4,,,,,,,,3,2,,,,,
1412142,14,MAZOWIECKIE,miński,Stanisławów,obszar wiejski,1,Przedszkole,2,,,,,1,,,,,,,,1,,,,,,
1412142,14,MAZOWIECKIE,miński,Stanisławów,obszar wiejski,3,Szkoła podstawowa,18,,,,,3,,,,,,,,15,,,,,,
1412151,14,MAZOWIECKIE,miński,Sulejówek,obszar miejski,1,Przedszkole,26,,,,1,6,,,,,,,,12,4,,2,,,1
1412151,14,MAZOWIECKIE,miński,Sulejówek,obszar miejski,3,Szkoła podstawowa,167,1,,,2,31,17,,,,,,,72,1,,39,1,,3
1412151,14,MAZOWIECKIE,miński,Sulejówek,obszar miejski,14,Liceum ogólnokształcące,45,1,2,,,24,,,,,,,,1,12,3,,,,2
1412151,14,MAZOWIECKIE,miński,Sulejówek,obszar miejski,85,Szkoła muzyczna I stopnia,1,,,,,,,,,,,,,,1,,,,,
1413011,14,MAZOWIECKIE,mławski,Mława,obszar miejski,1,Przedszkole,68,,,,,1,,,,,,,,62,2,,,,,3
1413011,14,MAZOWIECKIE,mławski,Mława,obszar miejski,3,Szkoła podstawowa,333,,,2,1,87,,,3,1,,,,231,2,,3,,,3
1413011,14,MAZOWIECKIE,mławski,Mława,obszar miejski,14,Liceum ogólnokształcące,65,,,,,49,,,,,,,,12,,,2,2,,
1413011,14,MAZOWIECKIE,mławski,Mława,obszar miejski,16,Technikum,32,,,,,23,,,,,,,,9,,,,,,
1413011,14,MAZOWIECKIE,mławski,Mława,obszar miejski,19,Szkoła policealna,55,,,,,,,,,,,,,,,,,52,,3
1413011,14,MAZOWIECKIE,mławski,Mława,obszar miejski,20,Szkoła specjalna przysposabiająca do pracy,1,,,,,1,,,,,,,,,,,,,,
1413011,14,MAZOWIECKIE,mławski,Mława,obszar miejski,85,Szkoła muzyczna I stopnia,6,,,,,3,,,,,,,,,3,,,,,
1413011,14,MAZOWIECKIE,mławski,Mława,obszar miejski,93,Branżowa szkoła I stopnia,19,,,,,18,,,,,,,,1,,,,,,
1413022,14,MAZOWIECKIE,mławski,Dzierzgowo,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1413042,14,MAZOWIECKIE,mławski,Radzanów,obszar wiejski,1,Przedszkole,3,,,,,,,,,,,,,3,,,,,,
1413042,14,MAZOWIECKIE,mławski,Radzanów,obszar wiejski,3,Szkoła podstawowa,8,,,,,,,,,,,,,8,,,,,,
1413042,14,MAZOWIECKIE,mławski,Radzanów,obszar wiejski,14,Liceum ogólnokształcące,2,,,,,,,,,,,,,2,,,,,,
1413052,14,MAZOWIECKIE,mławski,Strzegowo,obszar wiejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
1413052,14,MAZOWIECKIE,mławski,Strzegowo,obszar wiejski,3,Szkoła podstawowa,1,,,,,1,,,,,,,,,,,,,,
1413062,14,MAZOWIECKIE,mławski,Stupsk,obszar wiejski,3,Szkoła podstawowa,3,,,,,3,,,,,,,,,,,,,,
1413082,14,MAZOWIECKIE,mławski,Szydłowo,obszar wiejski,3,Szkoła podstawowa,2,,,,,1,,,,,,,,,1,,,,,
1413092,14,MAZOWIECKIE,mławski,Wieczfnia Kościelna,obszar wiejski,3,Szkoła podstawowa,6,,,,,2,,,1,,,,,2,,,1,,,
1413092,14,MAZOWIECKIE,mławski,Wieczfnia Kościelna,obszar wiejski,81,Punkt przedszkolny,1,,,,,,,,1,,,,,,,,,,,
1413102,14,MAZOWIECKIE,mławski,Wiśniewo,obszar wiejski,3,Szkoła podstawowa,10,,,,,1,,,,,,,,9,,,,,,
1414011,14,MAZOWIECKIE,nowodworski,Nowy Dwór Mazowiecki,obszar miejski,1,Przedszkole,60,,,,,32,,,7,,,,,2,2,2,13,,,2
1414011,14,MAZOWIECKIE,nowodworski,Nowy Dwór Mazowiecki,obszar miejski,3,Szkoła podstawowa,207,,,,1,40,1,1,,,,,,92,8,39,23,,,2
1414011,14,MAZOWIECKIE,nowodworski,Nowy Dwór Mazowiecki,obszar miejski,14,Liceum ogólnokształcące,8,,,,,3,,,,,,,,2,,,3,,,
1414011,14,MAZOWIECKIE,nowodworski,Nowy Dwór Mazowiecki,obszar miejski,16,Technikum,26,,,,,22,,,,,,,,,2,,,,,2
1414011,14,MAZOWIECKIE,nowodworski,Nowy Dwór Mazowiecki,obszar miejski,93,Branżowa szkoła I stopnia,14,,,,,13,,,,,,,,,1,,,,,
1414022,14,MAZOWIECKIE,nowodworski,Czosnów,obszar wiejski,1,Przedszkole,7,,,,,,,,,,,,,3,2,,1,,,1
1414022,14,MAZOWIECKIE,nowodworski,Czosnów,obszar wiejski,3,Szkoła podstawowa,40,,,,3,16,,,,,,,,14,3,,2,,,2
1414032,14,MAZOWIECKIE,nowodworski,Leoncin,obszar wiejski,3,Szkoła podstawowa,19,,,,,,,,,,,,,19,,,,,,
1414032,14,MAZOWIECKIE,nowodworski,Leoncin,obszar wiejski,81,Punkt przedszkolny,2,,,,,2,,,,,,,,,,,,,,
1414043,14,MAZOWIECKIE,nowodworski,Nasielsk,obszar miejski,1,Przedszkole,5,,,,,3,,,,,,,,1,1,,,,,
1414043,14,MAZOWIECKIE,nowodworski,Nasielsk,obszar miejski,3,Szkoła podstawowa,24,1,,,,,,,5,,,,,16,,,2,,,
1414043,14,MAZOWIECKIE,nowodworski,Nasielsk,obszar miejski,14,Liceum ogólnokształcące,6,,,,,5,,,,,,,,,,,1,,,
1414043,14,MAZOWIECKIE,nowodworski,Nasielsk,obszar miejski,16,Technikum,2,,,,,2,,,,,,,,,,,,,,
1414043,14,MAZOWIECKIE,nowodworski,Nasielsk,obszar miejski,93,Branżowa szkoła I stopnia,5,,,,,5,,,,,,,,,,,,,,
1414043,14,MAZOWIECKIE,nowodworski,Nasielsk,obszar wiejski,3,Szkoła podstawowa,20,,,,,11,,2,,,,,,3,2,,2,,,
1414043,14,MAZOWIECKIE,nowodworski,Nasielsk,obszar wiejski,14,Liceum ogólnokształcące,2,,,,,1,1,,,,,,,,,,,,,
1414052,14,MAZOWIECKIE,nowodworski,Pomiechówek,obszar wiejski,1,Przedszkole,9,,,,,,,,,,,,,8,,,1,,,
1414052,14,MAZOWIECKIE,nowodworski,Pomiechówek,obszar wiejski,3,Szkoła podstawowa,25,,,,,2,,,,,,,,23,,,,,,
1414052,14,MAZOWIECKIE,nowodworski,Pomiechówek,obszar wiejski,14,Liceum ogólnokształcące,1,,,,,,,,,,,,,1,,,,,,
1414052,14,MAZOWIECKIE,nowodworski,Pomiechówek,obszar wiejski,16,Technikum,9,,,,,9,,,,,,,,,,,,,,
1414052,14,MAZOWIECKIE,nowodworski,Pomiechówek,obszar wiejski,93,Branżowa szkoła I stopnia,1,,,,,,,,,,,,,,1,,,,,
1414063,14,MAZOWIECKIE,nowodworski,Zakroczym,obszar miejski,1,Przedszkole,3,,,,1,,,,1,,,,,1,,,,,,
1414063,14,MAZOWIECKIE,nowodworski,Zakroczym,obszar miejski,3,Szkoła podstawowa,16,,,,1,,,,,,,,,15,,,,,,
1414063,14,MAZOWIECKIE,nowodworski,Zakroczym,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1415012,14,MAZOWIECKIE,ostrołęcki,Baranowo,obszar wiejski,3,Szkoła podstawowa,3,,,,,,,,,,,,,3,,,,,,
1415012,14,MAZOWIECKIE,ostrołęcki,Baranowo,obszar wiejski,14,Liceum ogólnokształcące,2,,,,,,,,,,,,,,,,,2,,
1415012,14,MAZOWIECKIE,ostrołęcki,Baranowo,obszar wiejski,16,Technikum,1,,,,,,,,,,,,,1,,,,,,
1415022,14,MAZOWIECKIE,ostrołęcki,Czarnia,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1415032,14,MAZOWIECKIE,ostrołęcki,Czerwin,obszar wiejski,3,Szkoła podstawowa,5,,,,,5,,,,,,,,,,,,,,
1415032,14,MAZOWIECKIE,ostrołęcki,Czerwin,obszar wiejski,16,Technikum,1,,,,,,,,,,,,,1,,,,,,
1415032,14,MAZOWIECKIE,ostrołęcki,Czerwin,obszar wiejski,19,Szkoła policealna,1,,,,,,,,,,,,,,1,,,,,
1415042,14,MAZOWIECKIE,ostrołęcki,Goworowo,obszar wiejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
1415042,14,MAZOWIECKIE,ostrołęcki,Goworowo,obszar wiejski,3,Szkoła podstawowa,3,,,,,,,,,,,,,3,,,,,,
1415052,14,MAZOWIECKIE,ostrołęcki,Kadzidło,obszar wiejski,1,Przedszkole,2,,,,2,,,,,,,,,,,,,,,
1415052,14,MAZOWIECKIE,ostrołęcki,Kadzidło,obszar wiejski,3,Szkoła podstawowa,8,,,,,,,,,,,,,8,,,,,,
1415052,14,MAZOWIECKIE,ostrołęcki,Kadzidło,obszar wiejski,14,Liceum ogólnokształcące,4,,,,,,,,,,,,,,,,,4,,
1415062,14,MAZOWIECKIE,ostrołęcki,Lelis,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,2,,,,,,
1415072,14,MAZOWIECKIE,ostrołęcki,Łyse,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1415083,14,MAZOWIECKIE,ostrołęcki,Myszyniec,obszar miejski,3,Szkoła podstawowa,2,,,,,2,,,,,,,,,,,,,,
1415083,14,MAZOWIECKIE,ostrołęcki,Myszyniec,obszar miejski,93,Branżowa szkoła I stopnia,1,,,,,,,,,,,,,1,,,,,,
1415092,14,MAZOWIECKIE,ostrołęcki,Olszewo-Borki,obszar wiejski,1,Przedszkole,1,,,,,,1,,,,,,,,,,,,,
1415092,14,MAZOWIECKIE,ostrołęcki,Olszewo-Borki,obszar wiejski,3,Szkoła podstawowa,2,,,1,,1,,,,,,,,,,,,,,
1415102,14,MAZOWIECKIE,ostrołęcki,Rzekuń,obszar wiejski,1,Przedszkole,2,,,,,1,,,,,,,,1,,,,,,
